prefix,city,sim_card,provider
81125,Yogyakarta,HALO,TELKOMSEL
81126,Yogyakarta,HALO,TELKOMSEL
811282,Yogyakarta,HALO,TELKOMSEL
811283,Yogyakarta,HALO,TELKOMSEL
811286,Yogyakarta,HALO,TELKOMSEL
811292,Yogyakarta,HALO,TELKOMSEL
811293,Yogyakarta,HALO,TELKOMSEL
